13201230021200321023	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31011030301101322322	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13201230021200321023	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31301010322222301010	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13201230021200321023	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33233201001212100102	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13201230021200321023	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33333210101202101012	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13021032201022301203	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31011030301101322322	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13021032201022301203	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31301010322222301010	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13021032201022301203	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33233201001212100102	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13021032201022301203	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33333210101202101012	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13120321002320012302	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31011030301101322322	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13120321002320012302	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31301010322222301010	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13120321002320012302	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33233201001212100102	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13120321002320012302	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33333210101202101012	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13102301220302210320	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31011030301101322322	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13102301220302210320	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31301010322222301010	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13102301220302210320	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33233201001212100102	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13102301220302210320	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33333210101202101012	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13132002210301220023	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31011030301101322322	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13132002210301220023	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31301010322222301010	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13132002210301220023	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33233201001212100102	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13132002210301220023	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33333210101202101012	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13130220012321002203	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31011030301101322322	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13130220012321002203	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31301010322222301010	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13130220012321002203	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33233201001212100102	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13130220012321002203	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33333210101202101012	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13131200223010322002	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31011030301101322322	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13131200223010322002	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31301010322222301010	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13131200223010322002	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33233201001212100102	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13131200223010322002	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33333210101202101012	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13131022003212300220	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31011030301101322322	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13131022003212300220	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
31301010322222301010	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13131022003212300220	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33233201001212100102	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13131022003212300220	[ -4 -6 -4  4  0  0  4 -4  0  0 ]
33333210101202101012	[  2  4  2 -6 -2 -2 -6  2 -2 -2 ]

13200212301032120023	[ -4 -6  0 -2  0  0  4  2 -4  0 ]
31010022232220010130	[  2  4 -2  0 -2 -2 -6 -4  2 -2 ]

13200212301032120023	[ -4 -6  0 -2  0  0  4  2 -4  0 ]
31300110232223201100	[  2  4 -2  0 -2 -2 -6 -4  2 -2 ]

13200212301032120023	[ -4 -6  0 -2  0  0  4  2 -4  0 ]
33311010212010113332	[  2  4 -2  0 -2 -2 -6 -4  2 -2 ]

13200212301032120023	[ -4 -6  0 -2  0  0  4  2 -4  0 ]
33323100112021100132	[  2  4 -2  0 -2 -2 -6 -4  2 -2 ]

13022010321230102203	[ -4 -6  0 -2  0  0  4  2 -4  0 ]
31010022232220010130	[  2  4 -2  0 -2 -2 -6 -4  2 -2 ]

