131023102313013000222132	[ -6  0  0  0  0  0 -4 -4  0  4  2 -8 ]
312002222230012032101000	[  4 -2 -2 -2 -2 -2  2  2 -2 -6 -4  6 ]

131023102313013000222132	[ -6  0  0  0  0  0 -4 -4  0  4  2 -8 ]
333331130211101032130112	[  4 -2 -2 -2 -2 -2  2  2 -2 -6 -4  6 ]

131031000222312313021302	[ -6  0  0  0  0  0 -4 -4  0  4  2 -8 ]
312002222230012032101000	[  4 -2 -2 -2 -2 -2  2  2 -2 -6 -4  6 ]

131031000222312313021302	[ -6  0  0  0  0  0 -4 -4  0  4  2 -8 ]
333331130211101032130112	[  4 -2 -2 -2 -2 -2  2  2 -2 -6 -4  6 ]

113322023020302120210200	[ -6  0  0  0  0  0 -4 -4  0  4  2 -8 ]
312002222230012032101000	[  4 -2 -2 -2 -2 -2  2  2 -2 -6 -4  6 ]

113322023020302120210200	[ -6  0  0  0  0  0 -4 -4  0  4  2 -8 ]
333331130211101032130112	[  4 -2 -2 -2 -2 -2  2  2 -2 -6 -4  6 ]

113300203202320102012022	[ -6  0  0  0  0  0 -4 -4  0  4  2 -8 ]
312002222230012032101000	[  4 -2 -2 -2 -2 -2  2  2 -2 -6 -4  6 ]

113300203202320102012022	[ -6  0  0  0  0  0 -4 -4  0  4  2 -8 ]
333331130211101032130112	[  4 -2 -2 -2 -2 -2  2  2 -2 -6 -4  6 ]

120203200022122000230202	[ -4  0 -4  0 -4 -4  0  0  0 -2  4  4 ]
331230330031221011213110	[  2 -2  2 -2  2  2 -2 -2 -2  0 -6 -6 ]

102220030022201202030202	[ -4  0 -4  0 -4 -4  0  0  0 -2  4  4 ]
331230330031221011213110	[  2 -2  2 -2  2  2 -2 -2 -2  0 -6 -6 ]

102023202012000223220002	[ -4  0 -4  0 -4 -4  0  0  0 -2  4  4 ]
331230330031221011213110	[  2 -2  2 -2  2  2 -2 -2 -2  0 -6 -6 ]

100222032020102023022200	[ -4  0 -4  0 -4 -4  0  0  0 -2  4  4 ]
331230330031221011213110	[  2 -2  2 -2  2  2 -2 -2 -2  0 -6 -6 ]

130021013232310120031232	[ -4  0 -4  0 -4 -4  0  0  0 -2  4  4 ]
331230330031221011213110	[  2 -2  2 -2  2  2 -2 -2 -2  0 -6 -6 ]

130320013212310023031212	[ -4  0 -4  0 -4 -4  0  0  0 -2  4  4 ]
331230330031221011213110	[  2 -2  2 -2  2  2 -2 -2 -2  0 -6 -6 ]

130303121022310301322012	[ -4  0 -4  0 -4 -4  0  0  0 -2  4  4 ]
331230330031221011213110	[  2 -2  2 -2  2  2 -2 -2 -2  0 -6 -6 ]

130103122032310101323022	[ -4  0 -4  0 -4 -4  0  0  0 -2  4  4 ]
331230330031221011213110	[  2 -2  2 -2  2  2 -2 -2 -2  0 -6 -6 ]

133201210233103021212030	[ -4  0 -4  0 -4 -4  0  0  0 -2  4  4 ]
331230330031221011213110	[  2 -2  2 -2  2  2 -2 -2 -2  0 -6 -6 ]

133021012033123201010232	[ -4  0 -4  0 -4 -4  0  0  0 -2  4  4 ]
331230330031221011213110	[  2 -2  2 -2  2  2 -2 -2 -2  0 -6 -6 ]

131200302222313002102002	[ -4  0  4 -8 -4  0  0  0  4  0  0 -8 ]
100020222002220022202000	[  2 -2 -6  6  2 -2 -2 -2 -6 -2 -2  6 ]

131200302222313002102002	[ -4  0  4 -8 -4  0  0  0  4  0  0 -8 ]
011131333113331133313111	[  2 -2 -6  6  2 -2 -2 -2 -6 -2 -2  6 ]

131200302222313002102002	[ -4  0  4 -8 -4  0  0  0  4  0  0 -8 ]
322030101010302230122210	[  2 -2 -6  6  2 -2 -2 -2 -6 -2 -2  6 ]

131200302222313002102002	[ -4  0  4 -8 -4  0  0  0  4  0  0 -8 ]
311232113230311000113032	[  2 -2 -6  6  2 -2 -2 -2 -6 -2 -2  6 ]

