000020020022002202202222002020202022	[ -8 -4  4  4 -4  4  0  4 -8 -4  4  4  0 -4 -4 -4  0 -4 ]
102222200002000220202200020000222220	[  6  2 -6 -6  2 -6 -2 -6  6  2 -6 -6 -2  2  2  2 -2  2 ]

000020020022002202202222002020202022	[ -8 -4  4  4 -4  4  0  4 -8 -4  4  4  0 -4 -4 -4  0 -4 ]
013333311113111331313311131111333331	[  6  2 -6 -6  2 -6 -2 -6  6  2 -6 -6 -2  2  2  2 -2  2 ]

000200020222022200022020020220200222	[ -4 -4 -4 -4  4  4 -8  4 -8 -4  0  4  0 -4  4  4  0 -4 ]
120222202000002200200220000020222202	[  2  2  2  2 -6 -6  6 -6  6  2 -2 -6 -2  2 -6 -6 -2  2 ]

000200020222022200022020020220200222	[ -4 -4 -4 -4  4  4 -8  4 -8 -4  0  4  0 -4  4  4  0 -4 ]
031333313111113311311331111131333313	[  2  2  2  2 -6 -6  6 -6  6  2 -2 -6 -2  2 -6 -6 -2  2 ]

000002200220022222002020002022202022	[  0 -4 -4  4 -8  4  0 -4 -8 -4 -4  4  0 -4  4  4  4 -4 ]
100200202022000222222200022020200200	[ -2  2  2 -6  6 -6 -2  2  6  2  2 -6 -2  2 -6 -6 -6  2 ]

000002200220022222002020002022202022	[  0 -4 -4  4 -8  4  0 -4 -8 -4 -4  4  0 -4  4  4  4 -4 ]
011311313133111333333311133131311311	[ -2  2  2 -6  6 -6 -2  2  6  2  2 -6 -2  2 -6 -6 -6  2 ]

000020002002202020022022202222000222	[  0 -4 -4  4  0  4  4  4 -8 -4  0  4 -4 -4  4 -4 -8 -4 ]
102220220000020220202202000002202220	[ -2  2  2 -6 -2 -6 -6 -6  6  2 -2 -6  2  2 -6  2  6  2 ]

000020002002202020022022202222000222	[  0 -4 -4  4  0  4  4  4 -8 -4  0  4 -4 -4  4 -4 -8 -4 ]
013331331111131331313313111113313331	[ -2  2  2 -6 -2 -6 -6 -6  6  2 -2 -6  2  2 -6  2  6  2 ]

000002002202222202002220020220002202	[  0 -4  4 -4  0  4  0  4 -8 -4 -8  4  4 -4 -4  4 -4 -4 ]
100220202000022202220222000020202200	[ -2  2 -6  2 -2 -6 -2 -6  6  2  6 -6 -6  2  2 -6  2  2 ]

000002002202222202002220020220002202	[  0 -4  4 -4  0  4  0  4 -8 -4 -8  4  4 -4 -4  4 -4 -4 ]
011331313111133313331333111131313311	[ -2  2 -6  2 -2 -6 -2 -6  6  2  6 -6 -6  2  2 -6  2  2 ]

000000200022002022002022002220222222	[  4 -4  4  4  0  4 -4 -4 -8 -4  0  4 -8 -4 -4  4  0 -4 ]
120200222020000220202200002022200202	[ -6  2 -6 -6 -2 -6  2  2  6  2 -2 -6  6  2  2 -6 -2  2 ]

000000200022002022002022002220222222	[  4 -4  4  4  0  4 -4 -4 -8 -4  0  4 -8 -4 -4  4  0 -4 ]
031311333131111331313311113133311313	[ -6  2 -6 -6 -2 -6  2  2  6  2 -2 -6  6  2  2 -6 -2  2 ]

