000200220002200222202022020202	[ -6 -2 -6  6  6 -2 -2 -2  2 -2  2 -2 -2 -2 -6 ]
011113333131133133113133331111	[  4  0  4 -8 -8  0  0  0 -4  0 -4  0  0  0  4 ]

000200220002200222202022020202	[ -6 -2 -6  6  6 -2 -2 -2  2 -2  2 -2 -2 -2 -6 ]
100002222020022022002022220000	[  4  0  4 -8 -8  0  0  0 -4  0 -4  0  0  0  4 ]

000200202202220022202020200022	[ -6 -2 -6  6  6 -2 -2 -2  2 -2  2 -2 -2 -2 -6 ]
011113333131133133113133331111	[  4  0  4 -8 -8  0  0  0 -4  0 -4  0  0  0  4 ]

000200202202220022202020200022	[ -6 -2 -6  6  6 -2 -2 -2  2 -2  2 -2 -2 -2 -6 ]
100002222020022022002022220000	[  4  0  4 -8 -8  0  0  0 -4  0 -4  0  0  0  4 ]

000020200202020222022002220022	[ -6 -2 -6  6  6 -2 -2 -2  2 -2  2 -2 -2 -2 -6 ]
011113333131133133113133331111	[  4  0  4 -8 -8  0  0  0 -4  0 -4  0  0  0  4 ]

000020200202020222022002220022	[ -6 -2 -6  6  6 -2 -2 -2  2 -2  2 -2 -2 -2 -6 ]
100002222020022022002022220000	[  4  0  4 -8 -8  0  0  0 -4  0 -4  0  0  0  4 ]

000020020200022220220222002202	[ -2 -2  2 -2  6 -2  2  6 -6 -2 -2 -2 -6 -2 -6 ]
033113111133313131333111131133	[  0  0 -4  0 -8  0 -4 -8  4  0  0  0  4  0  4 ]

000020020200022220220222002202	[ -2 -2  2 -2  6 -2  2  6 -6 -2 -2 -2 -6 -2 -6 ]
122002000022202020222000020022	[  0  0 -4  0 -8  0 -4 -8  4  0  0  0  4  0  4 ]

000020020002200202222022020222	[ -2 -2  2 -2  6 -2  2  6 -6 -2 -2 -2 -6 -2 -6 ]
033113111133313131333111131133	[  0  0 -4  0 -8  0 -4 -8  4  0  0  0  4  0  4 ]

000020020002200202222022020222	[ -2 -2  2 -2  6 -2  2  6 -6 -2 -2 -2 -6 -2 -6 ]
122002000022202020222000020022	[  0  0 -4  0 -8  0 -4 -8  4  0  0  0  4  0  4 ]

000002020020220202222200220022	[ -2 -2  2 -2  6 -2  2  6 -6 -2 -2 -2 -6 -2 -6 ]
033113111133313131333111131133	[  0  0 -4  0 -8  0 -4 -8  4  0  0  0  4  0  4 ]

000002020020220202222200220022	[ -2 -2  2 -2  6 -2  2  6 -6 -2 -2 -2 -6 -2 -6 ]
122002000022202020222000020022	[  0  0 -4  0 -8  0 -4 -8  4  0  0  0  4  0  4 ]

102023020222220122003200000202	[ -2  2  2 -2  6 -2 -2  2 -6 -2 -2 -2 -2 -2 -6 ]
311111323031032113031123013032	[  0 -4 -4  0 -8  0  0 -4  4  0  0  0  0  0  4 ]

102003000022202122023220200220	[ -2  2  2 -2  6 -2 -2  2 -6 -2 -2 -2 -2 -2 -6 ]
311111323031032113031123013032	[  0 -4 -4  0 -8  0  0 -4  4  0  0  0  0  0  4 ]

100223022222020120203202000002	[ -2  2  2 -2  6 -2 -2  2 -6 -2 -2 -2 -2 -2 -6 ]
311111323031032113031123013032	[  0 -4 -4  0 -8  0  0 -4  4  0  0  0  0  0  4 ]

100202200232022122220002030020	[ -2  2  2 -2  6 -2 -2  2 -6 -2 -2 -2 -2 -2 -6 ]
